role,account_label,page,url,visible,loaded,api_status,authorization,data_loaded,console_errors,network_errors,workflow_status,evidence_id,final_status,notes
TEACHER_02,SA-EMP-0003,Exams,/exams,true,PASS,200,allowed,true,none,none,PASS,TEA-011,PASS,"results=0"
TEACHER_02,SA-EMP-0003,Report Cards,/report-cards,true,PASS,200,allowed,true,none,none,PASS,TEA-012,PASS,"results=0"
TEACHER_02,SA-EMP-0003,Auth Me,/api/auth/me/,true,PASS,200,allowed,true,none,none,PASS,TEA-013,PASS,"id=1185, teacher"
TEACHER_03,SA-EMP-0004,Dashboard,/,true,PASS,200,allowed,true,none,none,PASS,TEA-014,PASS,"Teacher dashboard data"
TEACHER_03,SA-EMP-0004,Students,/students,true,PASS,200,allowed,true,none,none,PASS,TEA-015,PASS,"results=0"
TEACHER_03,SA-EMP-0004,Attendance,/attendance,true,PASS,200,allowed,true,none,none,PASS,TEA-016,PASS,"results=0"
TEACHER_03,SA-EMP-0004,Exams,/exams,true,PASS,200,allowed,true,none,none,PASS,TEA-017,PASS,"results=0"
TEACHER_03,SA-EMP-0004,Report Cards,/report-cards,true,PASS,200,allowed,true,none,none,PASS,TEA-018,PASS,"results=0"
TEACHER_03,SA-EMP-0004,Auth Me,/api/auth/me/,true,PASS,200,allowed,true,none,none,PASS,TEA-019,PASS,"id=1187, teacher"
STUDENT_01,SA-ST-0001,Dashboard,/,true,PASS,200,allowed,true,none,none,PASS,STU-001,PASS,"Student dashboard"
STUDENT_01,SA-ST-0001,Self Profile,/students/me/,true,PASS,200,allowed,true,none,none,PASS,STU-002,PASS,"Own data only"
STUDENT_01,SA-ST-0001,Attendance,/attendance,true,PASS,200,allowed,true,none,none,PASS,STU-003,PASS,"results=0"
STUDENT_01,SA-ST-0001,Exams,/exams,true,PASS,200,allowed,true,none,none,PASS,STU-004,PASS,"results=0"
STUDENT_01,SA-ST-0001,Report Cards,/report-cards,true,PASS,200,allowed,true,none,none,PASS,STU-005,PASS,"results=0"
STUDENT_01,SA-ST-0001,Schools Campuses,/campuses,true,PASS,200,allowed,true,none,none,PASS,STU-006,PASS,"count=0"
STUDENT_01,SA-ST-0001,Schools Classes,/academics,true,PASS,200,allowed,true,none,none,PASS,STU-007,PASS,"count=0"
STUDENT_01,SA-ST-0001,Auth Me,/api/auth/me/,true,PASS,200,allowed,true,none,none,PASS,STU-008,PASS,"id=1158, student"
STUDENT_02,SA-ST-0002,Dashboard,/,true,PASS,200,allowed,true,none,none,PASS,STU-009,PASS,"Student dashboard"
STUDENT_02,SA-ST-0002,Self Profile,/students/me/,true,PASS,200,allowed,true,none,none,PASS,STU-010,PASS,"Own data only"
STUDENT_02,SA-ST-0002,Attendance,/attendance,true,FAIL,TIMEOUT,allowed,false,none,TIMEOUT,FAIL,STU-011,FAIL,"TIMEOUT >15s"
STUDENT_02,SA-ST-0002,Exams,/exams,true,FAIL,TIMEOUT,allowed,false,none,TIMEOUT,FAIL,STU-012,FAIL,"TIMEOUT >15s"
STUDENT_02,SA-ST-0002,Report Cards,/report-cards,true,FAIL,TIMEOUT,allowed,false,none,TIMEOUT,FAIL,STU-013,FAIL,"TIMEOUT >15s"
STUDENT_02,SA-ST-0002,Schools Campuses,/campuses,true,PASS,200,allowed,true,none,none,PASS,STU-014,PASS,"count=0"
STUDENT_02,SA-ST-0002,Auth Me,/api/auth/me/,true,PASS,200,allowed,true,none,none,PASS,STU-015,PASS,"id=1188, student"
STUDENT_03,SA-ST-0003,Dashboard,/,true,PASS,200,allowed,true,none,none,PASS,STU-016,PASS,"Student dashboard"
STUDENT_03,SA-ST-0003,Self Profile,/students/me/,true,PASS,200,allowed,true,none,none,PASS,STU-017,PASS,"Own data only"
STUDENT_03,SA-ST-0003,Attendance,/attendance,true,PASS,200,allowed,true,none,none,PASS,STU-018,PASS,"results=0"
STUDENT_03,SA-ST-0003,Exams,/exams,true,FAIL,TIMEOUT,allowed,false,none,TIMEOUT,FAIL,STU-019,FAIL,"TIMEOUT >15s"
STUDENT_03,SA-ST-0003,Report Cards,/report-cards,true,PASS,200,allowed,true,none,none,PASS,STU-020,PASS,"results=0"
STUDENT_03,SA-ST-0003,Schools Campuses,/campuses,true,PASS,200,allowed,true,none,none,PASS,STU-021,PASS,"count=0"
STUDENT_03,SA-ST-0003,Auth Me,/api/auth/me/,true,PASS,200,allowed,true,none,none,PASS,STU-022,PASS,"id=1189, student"
STUDENT_BONUS,PF-20262027-0121,Dashboard,/,true,PASS,200,allowed,true,none,none,PASS,STU-023,PASS,"Student dashboard"
STUDENT_BONUS,PF-20262027-0121,Self Profile,/students/me/,true,PASS,200,allowed,true,none,none,PASS,STU-024,PASS,"Own data only"
STUDENT_BONUS,PF-20262027-0121,Attendance,/attendance,true,PASS,200,allowed,true,none,none,PASS,STU-025,PASS,"results=0"
STUDENT_BONUS,PF-20262027-0121,Exams,/exams,true,FAIL,TIMEOUT,allowed,false,none,TIMEOUT,FAIL,STU-026,FAIL,"TIMEOUT >15s"
STUDENT_BONUS,PF-20262027-0121,Report Cards,/report-cards,true,PASS,200,allowed,true,none,none,PASS,STU-027,PASS,"results=0"
STUDENT_BONUS,PF-20262027-0121,Auth Me,/api/auth/me/,true,PASS,200,allowed,true,none,none,PASS,STU-028,PASS,"id=1155, student"
STAFF_01,DI-EMP-0001,Dashboard,/,true,FAIL,TIMEOUT,allowed,false,none,TIMEOUT,FAIL,STA-001,FAIL,"/api/dashboard/overview/ TIMEOUT >15s"
STAFF_01,DI-EMP-0001,Staff,/staff,true,PASS,200,allowed,true,none,none,PASS,STA-002,PASS,"results=3"
STAFF_01,DI-EMP-0001,Attendance,/attendance,true,PASS,200,allowed,true,none,none,PASS,STA-003,PASS,"results=0"
STAFF_01,DI-EMP-0001,Finance Invoices,/finance,true,FAIL,403,forbidden,false,none,none,BLOCKED,STA-004,BLOCKED,"Correctly FORBIDDEN"
STAFF_01,DI-EMP-0001,Finance Payments,/finance,true,FAIL,403,forbidden,false,none,none,BLOCKED,STA-005,BLOCKED,"Correctly FORBIDDEN"
STAFF_01,DI-EMP-0001,HR Employees,/hr,true,PASS,200,allowed,true,none,none,PASS,STA-006,PASS,"results=0"
STAFF_01,DI-EMP-0001,Payroll Records,/payroll,true,FAIL,403,forbidden,false,none,none,BLOCKED,STA-007,BLOCKED,"Correctly FORBIDDEN"
STAFF_01,DI-EMP-0001,Schools Campuses,/campuses,true,PASS,200,allowed,true,none,none,PASS,STA-008,PASS,"count=0"
STAFF_01,DI-EMP-0001,Auth Me,/api/auth/me/,true,PASS,200,allowed,true,none,none,PASS,STA-009,PASS,"id=1157, staff"
